zip,city,county,market_code
33782,Pinellas Park,Pinellas,STPET
33784,Saint Petersburg,Pinellas,STPET
33785,Indian Rocks Beach,Pinellas,STPET
33786,Belleair Beach,Pinellas,STPET
33801,Lakeland,Polk,LAKE
33802,Lakeland,Polk,LAKE
33803,Lakeland,Polk,LAKE
33804,Lakeland,Polk,LAKE
33805,Lakeland,Polk,LAKE
33806,Lakeland,Polk,LAKE
33807,Lakeland,Polk,LAKE
33809,Lakeland,Polk,LAKE
33810,Lakeland,Polk,LAKE
33811,Lakeland,Polk,LAKE
33812,Lakeland,Polk,LAKE
33813,Lakeland,Polk,LAKE
33815,Lakeland,Polk,LAKE
33820,Alturas,Polk,LAKE
33823,Auburndale,Polk,LAKE
33827,Babson Park,Polk,LAKE
33830,Bartow,Polk,LAKE
33831,Bartow,Polk,LAKE
33834,Bowling Green,Hardee,LAKE
33835,Bradley,Polk,LAKE
33836,Davenport,Polk,LAKE
33837,Davenport,Polk,LAKE
33838,Dundee,Polk,LAKE
33839,Eagle Lake,Polk,LAKE
33840,Eaton Park,Polk,LAKE
33841,Fort Meade,Polk,LAKE
33843,Frostproof,Polk,LAKE
33844,Haines City,Polk,LAKE
33845,Haines City,Polk,LAKE
33846,Highland City,Polk,LAKE
33847,Homeland,Polk,LAKE
33848,Intercession City,Osceola,ORL
33849,Kathleen,Polk,LAKE
33850,Lake Alfred,Polk,LAKE
33851,Lake Hamilton,Polk,LAKE
33852,Lake Placid,Highlands,FTMYR
33853,Lake Wales,Polk,LAKE
33854,Lakeshore,Polk,LAKE
33855,Indian Lake Estates,Polk,LAKE
33856,Nalcrest,Polk,LAKE
33858,Loughman,Polk,LAKE
33859,Lake Wales,Polk,LAKE
33860,Mulberry,Polk,LAKE
33863,Nichols,Polk,LAKE
33865,Ona,Hardee,LAKE
33867,River Ranch,Polk,LAKE
33868,Polk City,Polk,LAKE
33873,Wauchula,Hardee,LAKE
33877,Waverly,Polk,LAKE
33880,Winter Haven,Polk,LAKE
33881,Winter Haven,Polk,LAKE
33882,Winter Haven,Polk,LAKE
33883,Winter Haven,Polk,LAKE
33884,Winter Haven,Polk,LAKE
33885,Winter Haven,Polk,LAKE
33888,Winter Haven,Polk,LAKE
33890,Zolfo Springs,Hardee,LAKE
33896,Davenport,Polk,LAKE
33897,Davenport,Polk,LAKE
33898,Lake Wales,Polk,LAKE
33901,Fort Myers,Lee,FTMYR
33902,Fort Myers,Lee,FTMYR
33903,North Fort Myers,Lee,FTMYR
33904,Cape Coral,Lee,FTMYR
33905,Fort Myers,Lee,FTMYR
33906,Fort Myers,Lee,FTMYR
33907,Fort Myers,Lee,FTMYR
33908,Fort Myers,Lee,FTMYR
33909,Cape Coral,Lee,FTMYR
33910,Cape Coral,Lee,FTMYR
33911,Fort Myers,Lee,FTMYR
33912,Fort Myers,Lee,FTMYR
33913,Fort Myers,Lee,FTMYR
33914,Cape Coral,Lee,FTMYR
33915,Cape Coral,Lee,FTMYR
33916,Fort Myers,Lee,FTMYR
33917,North Fort Myers,Lee,FTMYR
33918,North Fort Myers,Lee,FTMYR
33919,Fort Myers,Lee,FTMYR
33920,Alva,Lee,FTMYR
33921,Boca Grande,Lee,FTMYR
33922,Bokeelia,Lee,FTMYR
33924,Captiva,Lee,FTMYR
33927,El Jobean,Charlotte,FTMYR
33928,Estero,Lee,FTMYR
33931,Fort Myers Beach,Lee,FTMYR
33932,Fort Myers Beach,Lee,FTMYR
33935,Labelle,Hendry,FTMYR
33936,Lehigh Acres,Lee,FTMYR
33938,Murdock,Charlotte,FTMYR
33946,Placida,Charlotte,FTMYR
33947,Rotonda West,Charlotte,FTMYR
33948,Port Charlotte,Charlotte,FTMYR
33949,Port Charlotte,Charlotte,FTMYR
33950,Punta Gorda,Charlotte,FTMYR
33951,Punta Gorda,Charlotte,FTMYR
33952,Port Charlotte,Charlotte,FTMYR
33953,Port Charlotte,Charlotte,FTMYR
33954,Port Charlotte,Charlotte,FTMYR
33955,Punta Gorda,Charlotte,FTMYR
33956,Saint James City,Lee,FTMYR
33957,Sanibel,Lee,FTMYR
33965,Fort Myers,Lee,FTMYR
33966,Fort Myers,Lee,FTMYR
33967,Fort Myers,Lee,FTMYR
33970,Lehigh Acres,Lee,FTMYR
33971,Lehigh Acres,Lee,FTMYR
33972,Lehigh Acres,Lee,FTMYR
33973,Lehigh Acres,Lee,FTMYR
33974,Lehigh Acres,Lee,FTMYR
33976,Lehigh Acres,Lee,FTMYR
33980,Port Charlotte,Charlotte,FTMYR
33981,Port Charlotte,Charlotte,FTMYR
33982,Punta Gorda,Charlotte,FTMYR
33983,Punta Gorda,Charlotte,FTMYR
33990,Cape Coral,Lee,FTMYR
33991,Cape Coral,Lee,FTMYR
33993,Cape Coral,Lee,FTMYR
33994,Fort Myers,Lee,FTMYR
34101,Naples,Collier,FTMYR
34102,Naples,Collier,FTMYR
34103,Naples,Collier,FTMYR
34104,Naples,Collier,FTMYR
34105,Naples,Collier,FTMYR
34106,Naples,Collier,FTMYR
34107,Naples,Collier,FTMYR
34108,Naples,Collier,FTMYR
34109,Naples,Collier,FTMYR
34110,Naples,Collier,FTMYR
34112,Naples,Collier,FTMYR
34116,Naples,Collier,FTMYR
34117,Naples,Collier,FTMYR
34119,Naples,Collier,FTMYR
34120,Naples,Collier,FTMYR
34133,Bonita Springs,Lee,FTMYR
34134,Bonita Springs,Lee,FTMYR
34135,Bonita Springs,Lee,FTMYR
34136,Bonita Springs,Lee,FTMYR
34140,Goodland,Collier,FTMYR
34142,Immokalee,Collier,FTMYR
34143,Immokalee,Collier,FTMYR
34146,Marco Island,Collier,FTMYR
34201,Bradenton,Manatee,SAR
34202,Bradenton,Manatee,SAR
34203,Bradenton,Manatee,SAR
34204,Bradenton,Manatee,SAR
34205,Bradenton,Manatee,SAR
34206,Bradenton,Manatee,SAR
34207,Bradenton,Manatee,SAR
34208,Bradenton,Manatee,SAR
34209,Bradenton,Manatee,SAR
34210,Bradenton,Manatee,SAR
34211,Bradenton,Manatee,SAR
34212,Bradenton,Manatee,SAR
34215,Cortez,Manatee,SAR
34216,Anna Maria,Manatee,SAR
34217,Bradenton Beach,Manatee,SAR
34218,Holmes Beach,Manatee,SAR
34219,Parrish,Manatee,SAR
34220,Palmetto,Manatee,SAR
34221,Palmetto,Manatee,SAR
34222,Ellenton,Manatee,SAR
34223,Englewood,Sarasota,SAR
34224,Englewood,Charlotte,FTMYR
34228,Longboat Key,Manatee,SAR
34229,Osprey,Sarasota,SAR
34230,Sarasota,Sarasota,SAR
34231,Sarasota,Sarasota,SAR
34232,Sarasota,Sarasota,SAR
34233,Sarasota,Sarasota,SAR
34234,Sarasota,Sarasota,SAR
34235,Sarasota,Sarasota,SAR
34236,Sarasota,Sarasota,SAR
34237,Sarasota,Sarasota,SAR
34238,Sarasota,Sarasota,SAR
34239,Sarasota,Sarasota,SAR
34240,Sarasota,Sarasota,SAR
34241,Sarasota,Sarasota,SAR
34242,Sarasota,Sarasota,SAR
34243,Sarasota,Manatee,SAR
34250,Terra Ceia,Manatee,SAR
34251,Myakka City,Manatee,SAR
34260,Sarasota,Manatee,SAR
34264,Oneco,Manatee,SAR
34266,Arcadia,De Soto,SAR
34269,Arcadia,De Soto,SAR
34270,Tallevast,Manatee,SAR
34272,Laurel,Sarasota,SAR
34274,Nokomis,Sarasota,SAR
34275,Nokomis,Sarasota,SAR
34276,Sarasota,Sarasota,SAR
34277,Sarasota,Sarasota,SAR
34278,Sarasota,Sarasota,SAR
34280,Bradenton,Manatee,SAR
34281,Bradenton,Manatee,SAR
34282,Bradenton,Manatee,SAR
34284,Venice,Sarasota,SAR
34285,Venice,Sarasota,SAR
34286,North Port,Sarasota,SAR
34287,North Port,Sarasota,SAR
34288,North Port,Sarasota,SAR
34289,North Port,Sarasota,SAR
34291,Venice,Sarasota,SAR
34292,Venice,Sarasota,SAR
34293,Venice,Sarasota,SAR
34295,Englewood,Sarasota,SAR
34420,Belleview,Marion,ORL
34421,Belleview,Marion,ORL
34432,Dunnellon,Marion,ORL
34434,Dunnellon,Citrus,ORL
34436,Floral City,Citrus,ORL
34441,Hernando,Citrus,ORL
34442,Hernando,Citrus,ORL
34445,Holder,Citrus,ORL
34450,Inverness,Citrus,ORL
34451,Inverness,Citrus,ORL
34452,Inverness,Citrus,ORL
34453,Inverness,Citrus,ORL
34461,Lecanto,Citrus,ORL
34464,Beverly Hills,Citrus,ORL
34465,Beverly Hills,Citrus,ORL
34470,Ocala,Marion,ORL
34471,Ocala,Marion,ORL
34472,Ocala,Marion,ORL
34473,Ocala,Marion,ORL
34474,Ocala,Marion,ORL
34475,Ocala,Marion,ORL
34476,Ocala,Marion,ORL
34477,Ocala,Marion,ORL
34478,Ocala,Marion,ORL
34479,Ocala,Marion,ORL
34480,Ocala,Marion,ORL
34481,Ocala,Marion,ORL
34482,Ocala,Marion,ORL
34483,Ocala,Marion,ORL
34484,Oxford,Sumter,ORL
34488,Silver Springs,Marion,ORL
34489,Silver Springs,Marion,ORL
34491,Summerfield,Marion,ORL
34492,Summerfield,Marion,ORL
34601,Brooksville,Hernando,STPET
34602,Brooksville,Hernando,STPET
34603,Brooksville,Hernando,STPET
34604,Brooksville,Hernando,STPET
34605,Brooksville,Hernando,STPET
34606,Spring Hill,Hernando,STPET
34607,Spring Hill,Hernando,STPET
34608,Spring Hill,Hernando,STPET
34609,Spring Hill,Hernando,STPET
34610,Spring Hill,Pasco,STPET
34611,Spring Hill,Hernando,STPET
34613,Brooksville,Hernando,STPET
34614,Brooksville,Hernando,STPET
34636,Istachatta,Hernando,STPET
34637,Land O Lakes,Pasco,STPET
34638,Land O Lakes,Pasco,STPET
34639,Land O Lakes,Pasco,STPET
34652,New Port Richey,Pasco,STPET
34653,New Port Richey,Pasco,STPET
34654,New Port Richey,Pasco,STPET
34655,New Port Richey,Pasco,STPET
34656,New Port Richey,Pasco,STPET
34660,Ozona,Pinellas,STPET
34661,Nobleton,Hernando,STPET
34665,New Port Richey,Pasco,STPET
34667,Hudson,Pasco,STPET
34668,Port Richey,Pasco,STPET
34669,Hudson,Pasco,STPET
34673,Port Richey,Pasco,STPET
34674,Hudson,Pasco,STPET
34677,Oldsmar,Pinellas,STPET
34679,Aripeka,Pasco,STPET
34680,Elfers,Pasco,STPET
34681,Crystal Beach,Pinellas,STPET
34682,Palm Harbor,Pinellas,STPET
34683,Palm Harbor,Pinellas,STPET
34684,Palm Harbor,Pinellas,STPET
34685,Palm Harbor,Pinellas,STPET
34688,Tarpon Springs,Pinellas,STPET
34689,Tarpon Springs,Pinellas,STPET
34690,Holiday,Pasco,STPET
34691,Holiday,Pasco,STPET
34692,Holiday,Pasco,STPET
34695,Safety Harbor,Pinellas,STPET
34697,Dunedin,Pinellas,STPET
34698,Dunedin,Pinellas,STPET
34705,Astatula,Lake,ORL
34711,Clermont,Lake,ORL
34712,Clermont,Lake,ORL
34713,Clermont,Lake,ORL
34714,Clermont,Lake,ORL
34715,Clermont,Lake,ORL
34729,Ferndale,Lake,ORL
34731,Fruitland Park,Lake,ORL
34734,Gotha,Orange,ORL
34736,Groveland,Lake,ORL
34737,Howey In The Hills,Lake,ORL
34740,Killarney,Orange,ORL
34741,Kissimmee,Osceola,ORL
34742,Kissimmee,Osceola,ORL
34743,Kissimmee,Osceola,ORL
34744,Kissimmee,Osceola,ORL
34745,Kissimmee,Osceola,ORL
34746,Kissimmee,Osceola,ORL
34747,Kissimmee,Osceola,ORL
34748,Leesburg,Lake,ORL
34749,Leesburg,Lake,ORL
34753,Mascotte,Lake,ORL
34755,Minneola,Lake,ORL
34756,Montverde,Lake,ORL
34758,Kissimmee,Osceola,ORL
34759,Kissimmee,Polk,LAKE
34760,Oakland,Orange,ORL
34761,Ocoee,Orange,ORL
34762,The Villages,Lake,ORL
34769,Saint Cloud,Osceola,ORL
34770,Saint Cloud,Osceola,ORL
34771,Saint Cloud,Osceola,ORL
34772,Saint Cloud,Osceola,ORL
34773,Saint Cloud,Osceola,ORL
34777,Winter Garden,Orange,ORL
34778,Winter Garden,Orange,ORL
34785,Wildwood,Sumter,ORL
34786,Windermere,Orange,ORL
34787,Winter Garden,Orange,ORL
34788,Leesburg,Lake,ORL
34789,Leesburg,Lake,ORL
34797,Yalaha,Lake,ORL
34952,Port Saint Lucie,Martin,BOCA
34953,Port Saint Lucie,Martin,BOCA
34957,Port Saint Lucie,Martin,BOCA
34958,Jensen Beach,Martin,BOCA
34982,Fort Pierce,Saint Lucie,BOCA
34983,Port Saint Lucie,Martin,BOCA
34984,Port Saint Lucie,Martin,BOCA
34986,Port Saint Lucie,Martin,BOCA
34987,Port Saint Lucie,Martin,BOCA
34990,Palm City,Martin,BOCA
34991,Palm City,Martin,BOCA
34992,Port Salerno,Martin,BOCA
34994,Stuart,Martin,BOCA
34995,Stuart,Martin,BOCA
34996,Stuart,Martin,BOCA
34997,Stuart,Martin,BOCA
